Supply Loc,Delivery Loc,Item No,Item Description,Vendor Name,Vendor Ctlg No,Mfr Name,Mfr Ctlg No,Comdty Name ,Comdty Code,Exp Code,Requisition No,Requisition Date,Issue Qty,UM,Price,Extended Price
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73605,CITALOPRAM 10MG TAB,AMERISOURCE CORP,60137,AMERISOURCE,185037101,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1239800,02/20/15 16:15,90,EA,$0.02,$2.03
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73601,TIZANIDINE 4MG TAB,AMERISOURCE CORP,836763,AMERISOURCE,10144059415,MUSCLE RELAXANTS,CMDY10SM01,4213,1239800,02/20/15 16:15,90,EA,$0.38,$34.61
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73398,FENOFIBRATE 145MG TAB,AMERISOURCE CORP,226718,AMERISOURCE,93206098,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1239800,02/20/15 16:15,30,EA,$1.14,$34.12
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72834,GLIMEPIRIDE 4MG TAB,AMERISOURCE CORP,786653,AMERISOURCE,9325601,IRON SUPPLEMENTS,CMDY10VI02,4213,1239800,02/20/15 16:15,30,EA,$0.05,$1.49
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72833,GLIMEPIRIDE 2MG TABLET,AMERISOURCE CORP,329268,AMERISOURCE,55111032101,DIABETIC AGENTS,CMDY10DA00,4213,1239800,02/20/15 16:15,60,EA,$0.06,$3.69
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72600,CALCIUM CARB 1250MG TAB,AMERISOURCE CORP,573832,AMERISOURCE,54812025,GENERAL,CMDY10VI01,4213,1239800,02/20/15 16:15,30,EA,$0.02,$0.50
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72047,SULFASALAZINE 500MG TAB,AMERISOURCE CORP,697078,AMERISOURCE,52544079605,ANTIBIOTICS-SULFONAMIDES,CMDY10AB17,4213,1239800,02/20/15 16:15,180,EA,$0.17,$30.85
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71436,METHOTREXATE  50MG 2ML INJ PF,AMERISOURCE CORP,185862,AMERISOURCE,703367103,NEOPLASTIC,CMDY10NE00,4213,1239800,02/20/15 16:15,2,EA,$2.12,$4.24
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71338,LORATADINE 10MG TAB,AMERISOURCE CORP,29355,AMERISOURCE,67607030,ANTIHISTAMINES/DEC,CMDY10AH01,4213,1239800,02/20/15 16:15,30,EA,$0.05,$1.54
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70730,DOCUSATE SODIUM 100MG CAP,AMERISOURCE CORP,440503,AMERISOURCE,57896040110,LAXATIVES/CATHARTICS,CMDY10GI04,4213,1239800,02/20/15 16:15,60,EA,$0.00,$0.10
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70438,CHLORTHALIDONE 25MG TAB,AMERISOURCE CORP,456533,AMERISOURCE,378022201,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1239800,02/20/15 16:15,30,EA,$0.65,$19.40
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70438,CHLORTHALIDONE 25MG TAB,AMERISOURCE CORP,456533,AMERISOURCE,378022201,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1239800,02/20/15 16:15,15,EA,$0.65,$9.70
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,849588,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1239800,02/20/15 16:15,36,EA,$0.02,$0.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70066,ALLOPURINOL 300MG TAB,AMERISOURCE CORP,720300,AMERISOURCE,364063301,URIC ACID,CMDY10UA01,4213,1239800,02/20/15 16:15,30,EA,$0.45,$13.37
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74389,VENTOLIN HFA 90MCG INH 18GM - OPD ONLY,AMERISOURCE CORP,7524,GLAXOSMITHKLINE,173068220,RESPIRATORY AGENTS-MISC,CMDY10RE01,4213,1239800,02/20/15 16:15,1,EA,$42.22,$42.22
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74855,METFORMIN 1000MG TAB 500,AMERISOURCE CORP,954519,AMERICAN HEALTH PACKAGING,53746022005,DIABETIC AGENTS,CMDY10DA00,4213,1239800,02/20/15 16:15,60,EA,$0.03,$1.75
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,277766,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1239800,02/20/15 16:15,60,EA,$0.02,$1.45
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,277766,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1239800,02/20/15 16:15,30,EA,$0.02,$0.73
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71989,SIMVASTATIN TAB 40MG 90S,AMERISOURCE CORP,777577,MERCK SHARPE DOHME,16729000615,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1239800,02/20/15 16:15,60,EA,$0.04,$2.12
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71987,SIMVASTATIN TAB 20MG,AMERISOURCE CORP,777591,MERCK SHARPE DOHME,55111019990,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1239800,02/20/15 16:15,30,EA,$0.02,$0.69
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71468,METOLAZONE 5 MG TAB,AMERISOURCE CORP,14302,FISONS CORP,53014085071,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1239800,02/20/15 16:15,30,EA,$0.98,$29.42
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70016,ACETAZOLAMIDE 250MG TAB 100S,AMERISOURCE CORP,369090,AMERISOURCE,51672402301,OPHTHALMICS/GENERAL,CMDY10OP01,4213,1239800,02/20/15 16:15,30,EA,$1.93,$58.03
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74614,ACETAMINOPHEN 325MG TAB 100'S,AMERISOURCE CORP,215463,AMERISOURCE,57896010101,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1240687,02/23/15 16:02,60,EA,$0.01,$0.44
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73920,CLOBETASOL 0.05% 45G CRM  OPD ONLY,AMERISOURCE CORP,50716,AMERISOURCE,51672125806,,,4213,1240687,02/23/15 16:02,1,EA,$178.48,$178.48
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71092,HYDROXYZINE 25MG TAB,AMERISOURCE CORP,76950,AMERISOURCE,378258701,ANTIHISTAMINES/DEC,CMDY10AH01,4213,1240687,02/23/15 16:02,30,EA,$0.09,$2.63
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71338,LORATADINE 10MG TAB,AMERISOURCE CORP,29355,AMERISOURCE,67607030,ANTIHISTAMINES/DEC,CMDY10AH01,4213,1240768,02/23/15 17:21,30,EA,$0.05,$1.54
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71827,PREDNISONE  5MG TAB 100S,AMERISOURCE CORP,213504,SCHEIN PHARMACEUTICALS,54472831,CORTICOSTEROIDS,CMDY10HR02,4213,1240768,02/23/15 17:21,21,EA,$0.12,$2.44
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74389,VENTOLIN HFA 90MCG INH 18GM - OPD ONLY,AMERISOURCE CORP,7524,GLAXOSMITHKLINE,173068220,RESPIRATORY AGENTS-MISC,CMDY10RE01,4213,1240768,02/23/15 17:21,1,EA,$42.22,$42.22
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73635,VITAMIN D3 400IU TAB 100S,AMERISOURCE CORP,761484,AMERISOURCE,54629001162,GENERAL,CMDY10VI01,4213,1240768,02/23/15 17:21,30,EA,$0.01,$0.34
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72833,GLIMEPIRIDE 2MG TABLET,AMERISOURCE CORP,329268,AMERISOURCE,55111032101,DIABETIC AGENTS,CMDY10DA00,4213,1240768,02/23/15 17:21,30,EA,$0.06,$1.85
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72600,CALCIUM CARB 1250MG TAB,AMERISOURCE CORP,573832,AMERISOURCE,54812025,GENERAL,CMDY10VI01,4213,1240768,02/23/15 17:21,60,EA,$0.02,$0.99
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72522,CITALOPRAM 40MG TAB,AMERISOURCE CORP,60475,AMERISOURCE,60505252001,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1240768,02/23/15 17:21,30,EA,$0.04,$1.09
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71797,POLYMX NEO HC OTIC SUSP 10ML,AMERISOURCE CORP,303123,AMERISOURCE,24208063562,OPHTHALMICS/GENERAL,CMDY10OP01,4213,1240768,02/23/15 17:21,1,EA,$17.78,$17.78
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71616,NIFEDIPINE XL 60MG TAB,AMERISOURCE CORP,226201,AMERISOURCE,59762669103,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1240768,02/23/15 17:21,30,EA,$0.40,$12.09
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74389,VENTOLIN HFA 90MCG INH 18GM - OPD ONLY,AMERISOURCE CORP,7524,GLAXOSMITHKLINE,173068220,RESPIRATORY AGENTS-MISC,CMDY10RE01,4213,1235879,02/24/15 09:40,1,EA,$42.22,$42.22
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71232,LACTULOSE LIQUID 500ML BOTTLE,AMERISOURCE CORP,73135,AMERISOURCE,121057716,LAXATIVES/CATHARTICS,CMDY10GI04,4213,1239619,02/24/15 09:40,2,EA,$4.61,$9.22
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72555,AMLODIPINE 10MG TAB OPD ONLY,AMERISOURCE CORP,49748,PFIZER,59762154001,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1241542,02/24/15 16:20,30,EA,$0.02,$0.59
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71974,SERTRALINE 50MG TAB,AMERISOURCE CORP,993530,PFIZER,59762490001,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1241542,02/24/15 16:20,30,EA,$0.05,$1.38
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73635,VITAMIN D3 400IU TAB 100S,AMERISOURCE CORP,761484,AMERISOURCE,54629001162,GENERAL,CMDY10VI01,4213,1241542,02/24/15 16:20,30,EA,$0.01,$0.34
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73614,ROSUVASTATIN 20MG TAB BOTTLE,AMERISOURCE CORP,863790,AMERISOURCE,310075290,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1241542,02/24/15 16:20,30,EA,$4.53,$135.82
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73390,PEG 3350 PWD 17G MIRALAX,AMERISOURCE CORP,48512,AMERISOURCE,51079030630,DIAGNOSTICS,CMDY10DI00,4213,1241542,02/24/15 16:20,30,EA,$0.62,$18.48
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72832,GLIMEPIRIDE 1MG TAB 100'S,AMERISOURCE CORP,84451,AMERISOURCE,55111032001,DIABETIC AGENTS,CMDY10DA00,4213,1241542,02/24/15 16:20,120,EA,$0.02,$2.77
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72776,PANTOPRAZOLE 40MG TAB,AMERISOURCE CORP,368148,AMERISOURCE,8084181,ANTACIDS,CMDY10GI01,4213,1241542,02/24/15 16:20,30,EA,$0.07,$2.16
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72725,CETIRIZINE 10MG TAB,AMERISOURCE CORP,774625,AMERISOURCE,378363701,ANTIHISTAMINES/DEC,CMDY10AH01,4213,1241542,02/24/15 16:20,30,EA,$0.06,$1.88
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72600,CALCIUM CARB 1250MG TAB,AMERISOURCE CORP,573832,AMERISOURCE,54812025,GENERAL,CMDY10VI01,4213,1241542,02/24/15 16:20,90,EA,$0.02,$1.49
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71977,SERTRALINE 100MG TAB,AMERISOURCE CORP,1060,AMERISOURCE,59762491001,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1241542,02/24/15 16:20,30,EA,$0.06,$1.83
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71419,METFORMIN 500MG TAB,AMERISOURCE CORP,954887,AMERISOURCE,68382002805,DIABETIC AGENTS,CMDY10DA00,4213,1241542,02/24/15 16:20,120,EA,$0.02,$2.21
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71247,LATANOPROST 0.005% OPHTH SOL 2.5ML,AMERISOURCE CORP,89639,PHARMACIA UPJOHN,59762033302,OPHTHALMICS/GENERAL,CMDY10OP01,4213,1241542,02/24/15 16:20,1,EA,$6.36,$6.36
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71053,HYDROCHLOROTHIAZIDE 25MG TAB,AMERISOURCE CORP,908723,AMERISOURCE,172208360,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1241542,02/24/15 16:20,30,EA,$0.01,$0.40
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71322,LISINOPRIL 5MG TAB BOTTLE,AMERISOURCE CORP,277754,MERCK SHARPE DOHME,6001958,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1241542,02/24/15 16:20,15,EA,$0.02,$0.23
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74389,VENTOLIN HFA 90MCG INH 18GM - OPD ONLY,AMERISOURCE CORP,7524,GLAXOSMITHKLINE,173068220,RESPIRATORY AGENTS-MISC,CMDY10RE01,4213,1241546,02/24/15 16:20,1,EA,$42.22,$42.22
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74389,VENTOLIN HFA 90MCG INH 18GM - OPD ONLY,AMERISOURCE CORP,7524,GLAXOSMITHKLINE,173068220,RESPIRATORY AGENTS-MISC,CMDY10RE01,4213,1241645,02/24/15 17:14,1,EA,$42.22,$42.22
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74855,METFORMIN 1000MG TAB 500,AMERISOURCE CORP,954519,AMERICAN HEALTH PACKAGING,53746022005,DIABETIC AGENTS,CMDY10DA00,4213,1241645,02/24/15 17:14,60,EA,$0.03,$1.75
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73390,PEG 3350 PWD 17G MIRALAX,AMERISOURCE CORP,48512,AMERISOURCE,51079030630,DIAGNOSTICS,CMDY10DI00,4213,1241645,02/24/15 17:14,14,EA,$0.62,$8.62
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71987,SIMVASTATIN TAB 20MG,AMERISOURCE CORP,777591,MERCK SHARPE DOHME,55111019990,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1241645,02/24/15 17:14,30,EA,$0.02,$0.69
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72602,BISACODYL EC 5MG TAB 100S,AMERISOURCE CORP,611988,MAJOR PHARMACEUTICALS,904792760,LAXATIVES/CATHARTICS,CMDY10GI04,4213,1241645,02/24/15 17:14,10,EA,$0.01,$0.12
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71977,SERTRALINE 100MG TAB,AMERISOURCE CORP,1060,AMERISOURCE,59762491001,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1242007,02/25/15 11:56,30,EA,$0.06,$1.83
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71419,METFORMIN 500MG TAB,AMERISOURCE CORP,954887,AMERISOURCE,68382002805,DIABETIC AGENTS,CMDY10DA00,4213,1242007,02/25/15 11:56,120,EA,$0.02,$2.21
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70859,FERROUS SULFATE 325MG TAB 100'S,AMERISOURCE CORP,617454,AMERISOURCE,904759060,IRON SUPPLEMENTS,CMDY10VI02,4213,1242007,02/25/15 11:56,60,EA,$0.01,$0.50
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70503,CLOTRIMAZOLE TOP CREAM  15GM,AMERISOURCE CORP,694182,AMERISOURCE,904782236,ANTI-INFECTIVES,CMDY10TO02,4213,1242007,02/25/15 11:56,1,EA,$0.95,$0.95
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72475,GABAPENTIN 600MG TAB,AMERISOURCE CORP,236911,PARKE DAVIS,59762502301,ANTICONVULSANTS,CMDY10CN03,4213,1242007,02/25/15 11:56,135,EA,$0.14,$19.08
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70503,CLOTRIMAZOLE TOP CREAM  15GM,AMERISOURCE CORP,694182,AMERISOURCE,904782236,ANTI-INFECTIVES,CMDY10TO02,4213,1242007,02/25/15 11:56,2,EA,$0.95,$1.90
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72173,TRAZODONE 50MG TAB BOTTLE,AMERISOURCE CORP,95935,TEVA PHARMACEUTICALS,50111043301,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1242007,02/25/15 11:56,30,EA,$0.02,$0.59
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,277766,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1242007,02/25/15 11:56,60,EA,$0.02,$1.45
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71987,SIMVASTATIN TAB 20MG,AMERISOURCE CORP,777591,MERCK SHARPE DOHME,55111019990,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1242007,02/25/15 11:56,30,EA,$0.02,$0.69
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70952,GABAPENTIN 300MG CAP,AMERISOURCE CORP,62828,AMERISOURCE,228266611,ANTICONVULSANTS,CMDY10CN03,4213,1242103,02/25/15 12:41,90,EA,$0.04,$3.62
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72611,ALENDRONATE TAB 70MG,AMERISOURCE CORP,777735,TEVA PHARMACEUTICALS,93517144,OSTEOPOROSIS,CMDY10CA01,4213,1242121,02/25/15 12:41,4,EA,$0.51,$2.02
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73766,FLUTICASONE/SALMETEROL 500/50 PWD 60,AMERISOURCE CORP,864512,GLAXO WELLCOME,173069700,,,4213,1242121,02/25/15 12:41,1,EA,$365.77,$365.77
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74855,METFORMIN 1000MG TAB 500,AMERISOURCE CORP,954519,AMERICAN HEALTH PACKAGING,53746022005,DIABETIC AGENTS,CMDY10DA00,4213,1242121,02/25/15 12:41,60,EA,$0.03,$1.75
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70438,CHLORTHALIDONE 25MG TAB,AMERISOURCE CORP,456533,AMERISOURCE,378022201,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1242103,02/25/15 12:41,30,EA,$0.65,$19.40
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,849588,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1242103,02/25/15 12:41,36,EA,$0.02,$0.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,849588,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1242103,02/25/15 12:41,36,EA,$0.02,$0.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,849588,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1242103,02/25/15 12:41,30,EA,$0.02,$0.46
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,849588,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1242103,02/25/15 12:41,36,EA,$0.02,$0.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70945,FUROSEMIDE 20MG TAB,AMERISOURCE CORP,135172,SANDOZ PHARMACEUTICALS,781181810,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1242103,02/25/15 12:41,30,EA,$0.03,$0.97
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70900,FLUOXETINE 20MG CAP,AMERISOURCE CORP,469751,ELI LILLY & CO,781282201,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1242103,02/25/15 12:41,30,EA,$0.02,$0.72
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74614,ACETAMINOPHEN 325MG TAB 100'S,AMERISOURCE CORP,215463,AMERISOURCE,57896010101,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1242121,02/25/15 12:41,100,EA,$0.01,$0.74
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74614,ACETAMINOPHEN 325MG TAB 100'S,AMERISOURCE CORP,215463,AMERISOURCE,57896010101,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1242121,02/25/15 12:41,100,EA,$0.01,$0.74
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74315,PANTOPRAZOLE 20MG TAB BULK,AMERISOURCE CORP,321529,AMERISOURCE,64679043302,ANTACIDS,CMDY10GI01,4213,1242121,02/25/15 12:41,30,EA,$0.11,$3.17
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74061,VITAMIN D3 1000 IU TAB OPD ONLY,AMERISOURCE CORP,761472,AMERISOURCE,40985027062,GENERAL,CMDY10VI01,4213,1242121,02/25/15 12:41,60,EA,$0.01,$0.79
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73616,ROSUVASTATIN 40MG TAB 30'S BOTTLE,AMERISOURCE CORP,863807,AMERISOURCE,310075430,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1242121,02/25/15 12:41,30,EA,$4.98,$149.41
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73614,ROSUVASTATIN 20MG TAB BOTTLE,AMERISOURCE CORP,863790,AMERISOURCE,310075290,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1242121,02/25/15 12:41,30,EA,$4.53,$135.82
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73598,ISOSORBIDE MONO 30MG TAB,AMERISOURCE CORP,28389,AMERISOURCE,62175012837,CARDIOVASCULAR-VASODILATIVES,CMDY10CV04,4213,1242121,02/25/15 12:41,30,EA,$0.16,$4.78
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73586,BUPROPION XL 150MG TAB,AMERISOURCE CORP,202820,AMERISOURCE,93535056,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1242121,02/25/15 12:41,60,EA,$0.59,$35.45
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73028,ATORVASTATIN 80MG TAB,AMERISOURCE CORP,180070,AMERISOURCE,63304083090,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1242121,02/25/15 12:41,30,EA,$0.24,$7.22
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73028,ATORVASTATIN 80MG TAB,AMERISOURCE CORP,180070,AMERISOURCE,63304083090,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1242121,02/25/15 12:41,30,EA,$0.24,$7.22
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72964,FLUTICASONE 50MCG 120SPY 16G NASAL,AMERISOURCE CORP,477310,AMERISOURCE,54327099,NASAL,CMDY10RE03,4213,1242121,02/25/15 12:41,1,EA,$5.23,$5.23
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72834,GLIMEPIRIDE 4MG TAB,AMERISOURCE CORP,786653,AMERISOURCE,9325601,IRON SUPPLEMENTS,CMDY10VI02,4213,1242121,02/25/15 12:41,60,EA,$0.05,$2.98
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72777,LOSARTAN 100MG TAB,AMERISOURCE CORP,188610,AMERISOURCE,6096058,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1242121,02/25/15 12:41,30,EA,$0.08,$2.40
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72776,PANTOPRAZOLE 40MG TAB,AMERISOURCE CORP,368148,AMERISOURCE,8084181,ANTACIDS,CMDY10GI01,4213,1242121,02/25/15 12:41,30,EA,$0.07,$2.16
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73718,INSULIN ASP PRT/ASP 70/30 10ML VIAL,AMERISOURCE CORP,707327,"NOVO NORDISK, INC.",169368512,DIABETIC AGENTS,CMDY10DA00,4213,1242121,02/25/15 12:41,1,EA,$75.32,$75.32
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71101,IBUPROFEN 400MG TAB 500S,AMERISOURCE CORP,409789,SCHEIN PHARMACEUTICALS,364076505,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1242121,02/25/15 12:41,60,EA,$0.05,$2.78
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71070,HYDROCORTISONE CM 1% 30GM,AMERISOURCE CORP,135564,E FOUGERA,603053550,ANTIPRURITICS,CMDY10TO03,4213,1242121,02/25/15 12:41,1,EA,$1.14,$1.14
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,277766,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1242121,02/25/15 12:41,60,EA,$0.02,$1.45
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,277766,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1242121,02/25/15 12:41,60,EA,$0.02,$1.45
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,277766,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1242121,02/25/15 12:41,60,EA,$0.02,$1.45
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,277766,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1242121,02/25/15 12:41,60,EA,$0.02,$1.45
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71989,SIMVASTATIN TAB 40MG 90S,AMERISOURCE CORP,777577,MERCK SHARPE DOHME,16729000615,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1242121,02/25/15 12:41,30,EA,$0.04,$1.06
